ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACION,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS
2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INVESTIGACION,SIN DATO,SI,SI,SI,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,1,0.0000669549252395401
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INVESTIGACION,ADULTO MAYOR DE 60,SI,SI,SI,SABANETA,Colombia,Colombia,FEMENINO,1,55230,4,1,0.0000724244070251675
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,YOPAL,Colombia,Colombia,FEMENINO,1,155882,17,1,0.000109056850694756
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,SIN DATO,SI,SI,NO,Bogota,Colombia,Colombia,FEMENINO,6,8380801,884,1,0.000105479177944924
2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,ChocO,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,ACANDI,Colombia,Colombia,FEMENINO,1,9160,1,1,0.000109170305676856
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,PAIME,Colombia,Colombia,FEMENINO,1,4091,1,1,0.00024443901246639
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,1,0.0000559890261508744
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,SAN MARTIN,Colombia,Colombia,FEMENINO,1,19015,7,1,0.000368130423349987
2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INVESTIGACION,ADULTEZ 29 - 59,SI,NO,SI,RIOBLANCO,Colombia,Colombia,FEMENINO,1,24039,6,1,0.000249594409085236
2014,2014,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,5,8380801,884,1,0.000105479177944924
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACION,SIN DATO,SI,SI,NO,MEDELLIN,Colombia,Colombia,MASCULINO,1,2569007,215,1,0.0000836899237721034
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,PUERTO GAITAN,Colombia,Colombia,FEMENINO,1,19113,15,1,0.000784806152880239
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,LA UNION,Colombia,Colombia,FEMENINO,1,19588,9,1,0.000459464978558301
2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,LA MESA,Colombia,Colombia,FEMENINO,1,33718,4,1,0.000118630998279851
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,ITAGUI,Colombia,Colombia,FEMENINO,1,282815,26,1,0.0000919328889910365
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,4,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,SUBACHOQUE,Colombia,Venezuela,FEMENINO,1,17712,2,1,0.000112917795844625
2015,2015,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,INDAGACION,SIN DATO,SI,SI,NO,GÜEPSA,Colombia,Colombia,FEMENINO,1,3661,2,1,0.000546298825457525
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,INDAGACION,ADULTO MAYOR DE 60,SI,SI,NO,FONSECA,Colombia,Colombia,FEMENINO,1,35611,3,1,0.0000842436325854371
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,IBAGUE,Colombia,Colombia,FEMENINO,3,579803,120,1,0.000206966849084948
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,INDAGACION,SIN DATO,NO,NO,NO,MOCOA,Colombia,Colombia,FEMENINO,2,46616,20,1,0.00042903724043247
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,TUNJA,Colombia,Colombia,FEMENINO,1,206791,10,1,0.0000483580039750279
2015,2015,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,SIN DATO,NO,SI,NO,CALI,Colombia,Colombia,MASCULINO,1,2496346,444,1,0.000177859960117708
2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MAGANGUE,Colombia,Colombia,FEMENINO,1,123986,9,1,0.0000725888406755602
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ANDES,Colombia,Colombia,FEMENINO,1,47747,3,1,0.0000628311726391187
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,LEJANIAS,Colombia,Colombia,FEMENINO,1,9229,8,1,0.000866832809621844
2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,ARJONA,Colombia,Colombia,FEMENINO,1,79472,4,1,0.000050332192470304
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,1,0.0000727455630402657
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2016,2014,NO,NO,FEMINICIDIO ART. 104A C.P.,COrdoba,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,TIERRALTA,Colombia,Colombia,FEMENINO,1,112206,7,1,0.0000623852556904265
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,5,8380801,884,1,0.000105479177944924
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,TUMACO,Colombia,Colombia,FEMENINO,1,221469,13,1,0.0000586989601253449
2018,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,FLORIDABLANCA,Colombia,Colombia,FEMENINO,1,267936,20,1,0.0000746446912695569
2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,NO,NO,NO,YUMBO,Colombia,Colombia,MASCULINO,1,131593,30,1,0.000227975652200345
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CALOTO,Colombia,Colombia,FEMENINO,1,17748,1,1,0.0000563443768311922
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,ADULTO MAYOR DE 60,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,MEDELLIN,Colombia,Colombia,FEMENINO,2,2569007,215,1,0.0000836899237721034
2015,2015,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,ANAPOIMA,Colombia,Colombia,FEMENINO,1,14331,2,1,0.000139557602400391
2015,2015,NO,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCION DE PENAS,ADULTO MAYOR DE 60,SI,NO,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,1,0.0000984166067810899
2015,2015,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SAN FRANCISCO,Colombia,Colombia,FEMENINO,1,4825,4,1,0.000829015544041451
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,SIN DATO,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,9,8380801,884,1,0.000105479177944924
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,NO,SI,NO,RIOFRIO,Colombia,Colombia,FEMENINO,1,13569,5,1,0.000368486992409168
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,INFANCIA 6 - 11,SI,SI,SI,COPACABANA,Colombia,Colombia,FEMENINO,1,74408,14,1,0.000188151811633158
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INVESTIGACION,ADULTEZ 29 - 59,NO,NO,NO,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2018,2018,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022",AtlAntico,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,ARIGUANI,Colombia,Colombia,FEMENINO,1,32758,5,1,0.000152634470968924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,Bogota,Colombia,Colombia,MASCULINO,1,8380801,884,1,0.000105479177944924
2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,LA ESTRELLA,Colombia,Colombia,FEMENINO,1,67254,16,1,0.000237904065185714
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,SI,NO,SAN ALBERTO,Colombia,Colombia,FEMENINO,1,27025,5,1,0.000185013876040703
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,VALLEDUPAR,Colombia,Colombia,FEMENINO,1,503444,41,1,0.0000814390478384885
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,CORINTO,Colombia,Colombia,FEMENINO,1,33846,6,1,0.000177273533061514
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MONIQUIRA,Colombia,Colombia,FEMENINO,1,21131,1,1,0.0000473238370167053
2018,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,4,2496346,444,1,0.000177859960117708
2015,2015,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,SIN DATO,SI,SI,NO,CALI,Colombia,Colombia,MASCULINO,2,2496346,444,1,0.000177859960117708
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,ChocO,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,QUIBDO,Colombia,Colombia,FEMENINO,3,116322,28,1,0.000240711129451007
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,1,0.0000559890261508744
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,AGUACHICA,Colombia,Colombia,FEMENINO,1,97525,10,1,0.000102537810817739
2012,2012,NO,NO,FEMINICIDIO ART. 104A C.P.,BolIvar,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,1,0.000098320329524366
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACION,SIN DATO,SI,NO,NO,ITAGUI,Colombia,,FEMENINO,1,282815,26,1,0.0000919328889910365
2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Risaralda,ACTIVO,INVESTIGACION,ADULTEZ 29 - 59,SI,NO,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,1,0.0000727455630402657
2014,2013,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,BUCARAMANGA,Colombia,Colombia,,1,528572,70,1,0.00013243228926239
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,COrdoba,INACTIVO,INDAGACION,SIN DATO,SI,SI,NO,SAN BERNARDO DEL VIENTO,Colombia,Colombia,FEMENINO,1,36512,2,1,0.0000547765118317266
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,SIN DATO,SI,SI,NO,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BolIvar,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CARTAGENA,Colombia,Colombia,FEMENINO,2,1057767,104,1,0.000098320329524366
2013,2013,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,SIN DATO,SI,SI,NO,Bogota,Colombia,Colombia,,1,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,3,2496346,444,1,0.000177859960117708
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,TULUA,Colombia,Colombia,FEMENINO,1,224257,14,1,0.0000624283745880842
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,JAMUNDI,Colombia,Colombia,FEMENINO,1,132540,11,1,0.0000829938131884714
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,QUIPAMA,Colombia,Colombia,FEMENINO,1,7376,1,1,0.000135574837310195
2014,2014,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,SIN DATO,SI,SI,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,1,0.0000984166067810899
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,COMBITA,Colombia,Colombia,FEMENINO,1,15533,1,1,0.0000643790639284105
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,6,8380801,884,1,0.000105479177944924
2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,SIN DATO,SI,NO,NO,PALMIRA,Colombia,Colombia,MASCULINO,1,314418,46,1,0.000146302056498038
2015,2015,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTO MAYOR DE 60,NO,SI,NO,CALI,Colombia,Colombia,MASCULINO,1,2496346,444,1,0.000177859960117708
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,COrdoba,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,SAN BERNARDO DEL VIENTO,Colombia,Colombia,FEMENINO,1,36512,2,1,0.0000547765118317266
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,COrdoba,ACTIVO,INVESTIGACION,SIN DATO,SI,NO,SI,CERETE,Colombia,Colombia,FEMENINO,1,94935,6,1,0.0000632011376204772
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,SAMANIEGO,Colombia,Colombia,FEMENINO,1,49085,3,1,0.0000611184679637364
2011,2011,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,SIN DATO,SI,SI,NO,Bogota,Colombia,Colombia,,1,8380801,884,1,0.000105479177944924
2015,2015,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,CaquetA,INACTIVO,INDAGACION,SIN DATO,SI,NO,NO,SAN VICENTE DEL CAGUAN,Colombia,Colombia,FEMENINO,1,74191,8,1,0.000107829790675419
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,INDAGACION,SIN DATO,NO,SI,NO,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,1,0.000098320329524366
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,QUERELLABLE,ADULTEZ 29 - 59,SI,NO,NO,CALI,Colombia,Colombia,MASCULINO,1,2496346,444,1,0.000177859960117708
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,LA MACARENA,Colombia,Colombia,MASCULINO,1,37804,2,1,0.0000529044545550735
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,ITAGUI,Colombia,Colombia,FEMENINO,1,282815,26,1,0.0000919328889910365
2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,DOSQUEBRADAS,Colombia,Colombia,FEMENINO,1,208646,8,1,0.0000383424556425716
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,ADULTO MAYOR DE 60,SI,NO,NO,Bogota,Colombia,,MASCULINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,1,0.0000727455630402657
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACION,SIN DATO,SI,SI,NO,MERCADERES,Colombia,Colombia,FEMENINO,1,18297,3,1,0.000163961305131989
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,CaquetA,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,CARTAGENA DEL CHAIRA,Colombia,Colombia,FEMENINO,1,35993,5,1,0.00013891590031395
2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,Bogota,Colombia,Colombia,FEMENINO,3,8380801,884,1,0.000105479177944924
2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,EL COLEGIO,Colombia,Colombia,FEMENINO,1,22335,5,1,0.000223863890754421
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACION,JUVENTUD 18 - 28,NO,SI,NO,LA ESTRELLA,Colombia,Colombia,FEMENINO,1,67254,16,1,0.000237904065185714
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,SI,NO,BOLIVAR,Colombia,Colombia,FEMENINO,1,44864,5,1,0.000111447931526391
2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,TUMACO,Colombia,Colombia,FEMENINO,1,221469,13,1,0.0000586989601253449
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,PATIA,Colombia,Colombia,FEMENINO,1,37781,2,1,0.0000529366612847728
