;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;TOTAL_VICTIMAS;TOTAL_POBLACION;TOTAL_FEMINICIDIOS;PORCENTAJE_TOTAL;PORCENTAJE_FEMINICIDIOS
907;2020;2020;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;GIRON;Colombia;;FEMENINO;1;206005;10;1;4,85425E-05
908;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
909;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;ENVIGADO;Colombia;Colombia;FEMENINO;1;249009;8;1;3,21274E-05
910;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;ADOLESCENTE 14 - 17;SI;NO;SI;MALAMBO;Colombia;;MASCULINO;1;131083;9;1;6,86588E-05
911;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;MALAMBO;Colombia;Colombia;FEMENINO;1;131083;9;1;6,86588E-05
912;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SABANALARGA;Colombia;Colombia;FEMENINO;2;8191;4;1;0,000488341
913;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
914;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
915;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
916;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SAN VICENTE DEL CAGUAN;Colombia;Colombia;FEMENINO;1;74191;8;1;0,00010783
917;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1;538527;53;1;9,84166E-05
918;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;TERMINACION ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;CUMARAL;Colombia;Colombia;FEMENINO;1;18619;4;1;0,000214834
919;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;MOCOA;Colombia;Colombia;FEMENINO;1;46616;20;1;0,000429037
920;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;QuindIo;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;SI;ARMENIA;Colombia;Venezuela;FEMENINO;1;3765;30;1;0,007968127
921;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
922;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;ACTIVO;INDAGACION;SIN DATO;SI;SI;SI;MADRID;Colombia;Colombia;FEMENINO;1;85090;3;1;3,52568E-05
923;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Meta;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;PUERTO GAITAN;Colombia;Colombia;MASCULINO;1;19113;15;1;0,000784806
924;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Norte de Santander;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;CUCUTA;Colombia;Venezuela;FEMENINO;1;680765;30;1;4,40681E-05
925;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;MORALES;Colombia;Colombia;FEMENINO;1;22813;3;1;0,000131504
926;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;AtlAntico;INACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
927;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
928;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1;100681;24;1;0,000238377
929;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;SOACHA;Colombia;Colombia;FEMENINO;1;567546;38;1;6,69549E-05
930;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;ADOLESCENTE 14 - 17;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;2;2496346;444;1;0,00017786
931;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;2;2496346;444;1;0,00017786
932;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;CALI;Colombia;;FEMENINO;1;2496346;444;1;0,00017786
933;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;INFANCIA 6 - 11;SI;NO;SI;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
934;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;PRE-ADOLESCENTE 12 - 13;SI;NO;SI;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
935;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;CARTAGO;Colombia;Colombia;FEMENINO;1;135621;11;1;8,11084E-05
936;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;CARTAGO;Colombia;Colombia;MASCULINO;1;135621;11;1;8,11084E-05
937;2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;ADULTEZ 29 - 59;NO;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
938;2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;JUVENTUD 18 - 28;NO;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
939;2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;QUERELLABLE;JUVENTUD 18 - 28;NO;NO;NO;GIRARDOT;Colombia;Colombia;FEMENINO;1;107796;2;1;1,85536E-05
940;2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;SIN DATO;NO;NO;NO;JAMUNDI;Colombia;;FEMENINO;1;132540;11;1;8,29938E-05
941;2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;ADULTEZ 29 - 59;NO;NO;NO;PIEDECUESTA;Colombia;Colombia;MASCULINO;1;166971;8;1;4,79125E-05
942;2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;NO;NO;SI;MORALES;Colombia;Colombia;FEMENINO;1;22813;3;1;0,000131504
943;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;NO;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
944;2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;INACTIVO;INVESTIGACION;ADOLESCENTE 14 - 17;NO;NO;SI;MORALES;Colombia;Colombia;FEMENINO;1;22813;3;1;0,000131504
945;2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;NO;NO;SI;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
946;2021;2010;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
947;2021;2010;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
948;2021;2010;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;BOGOTA, D.C.;Colombia;;FEMENINO;1;8380801;884;1;0,000105479
949;2021;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
950;2021;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;SAN MARTIN;Colombia;;FEMENINO;1;19015;7;1;0,00036813
951;2021;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
952;2021;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;PUERTO COLOMBIA;Colombia;Colombia;FEMENINO;1;26450;3;1;0,000113422
953;2021;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;SOACHA;Colombia;Colombia;FEMENINO;1;567546;38;1;6,69549E-05
954;2021;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;MALAMBO;Colombia;Colombia;FEMENINO;1;131083;9;1;6,86588E-05
955;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;APARTADO;Colombia;Colombia;FEMENINO;2;206885;9;1;4,35024E-05
956;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;4;2569007;215;1;8,36899E-05
957;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MEDELLIN;Colombia;Colombia;MASCULINO;1;2569007;215;1;8,36899E-05
958;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MEDELLIN;Colombia;Venezuela;FEMENINO;1;2569007;215;1;8,36899E-05
959;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;MEDELLIN;Colombia;Colombia;FEMENINO;2;2569007;215;1;8,36899E-05
960;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;MONTEBELLO;Colombia;Colombia;FEMENINO;1;5589;1;1;0,000178923
961;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;VALDIVIA;Colombia;Colombia;FEMENINO;1;25148;1;1;3,97646E-05
962;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;MEDELLIN;Colombia;;;1;2569007;215;1;8,36899E-05
963;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
964;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;GIRARDOTA;Colombia;Colombia;FEMENINO;1;60611;11;1;0,000181485
965;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
966;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;MEDELLIN;Colombia;Venezuela;FEMENINO;1;2569007;215;1;8,36899E-05
967;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;MEDELLIN;Colombia;;FEMENINO;1;2569007;215;1;8,36899E-05
968;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;PUEBLORRICO;Colombia;Colombia;FEMENINO;1;6438;1;1;0,000155328
969;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
970;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
971;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;NECHI;Colombia;Colombia;FEMENINO;1;29957;2;1;6,67624E-05
972;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;PRIMERA INFANCIA 0 - 5;SI;SI;NO;TURBO;Colombia;Colombia;MASCULINO;1;181377;9;1;4,96204E-05
973;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;TAME;Colombia;Venezuela;FEMENINO;1;55028;9;1;0,000163553
974;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;ARAUCA;Colombia;Colombia;FEMENINO;1;94377;18;1;0,000190724
975;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;ARAUCA;Colombia;Venezuela;FEMENINO;1;94377;18;1;0,000190724
976;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;ArchipiElago de San AndrEs, Providencia y Santa Catalina;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;SAN ANDRES;Colombia;Colombia;FEMENINO;1;7986;6;1;0,000751315
977;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;BARRANQUILLA;Colombia;Venezuela;FEMENINO;1;1239804;86;1;6,93658E-05
978;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;GALAPA;Colombia;Colombia;FEMENINO;1;48799;2;1;4,09844E-05
979;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;POLONUEVO;Colombia;;FEMENINO;1;15876;1;1;6,29882E-05
980;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
981;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;11;8380801;884;1;0,000105479
982;2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BOGOTA, D.C.;Colombia;Venezuela;FEMENINO;1;8380801;884;1;0,000105479
